"Title","Usernames","Reviewer_Date","Reviewer_Content","Rating"
"Ratatouille","MaxBorg89","21 August 2007","After the partial disappointment of Cars, which was good but not enough by Pixar standards, it is a joy to see the company return to form. In fact, Ratatouille could even be the best picture they have produced so far, beating The Incredibles, Nemo and even Toy Story.The film wasn't actually as heavily marketed as previous Pixar achievements, possibly because audiences, both young and adult, wouldn't really know what to think of this peculiar movie, which stars a rat. Yes, that's correct, a rat. The rodent's name is Remy (Patton Oswalt), and he is endowed with a particularly powerful nose, which allows him to tell what kinds of food are good or bad based on the smell. This has made him extremely picky when it comes to his diet, and during one of his culinary expeditions he is accidentally separated from his family. After traveling in the sewers for a while, he finds himself in the middle of Paris, the capital of excellent cooking. His joy is only temporary, though, as he discovers that his favorite restaurant (he has seen it on TV) has lost three of its five stars, the first because a nasty food critic named Anton Ego (Peter O' Toole) gave the place a more negative review than usual, the second because the leading chef, Gusteau (Brad Garrett), died of grief. Now the restaurant is in worse shape than ever, as new boss Skinner (Ian Holm) is simply interested in business and doesn't care about the food's quality. Fortunately, Remy, despite being a rat, has taken Gusteau's motto (""Anyone can cook"") to heart and, guided by the great chef's ghost, he tries to bring things back to normal, finding an ally in the clumsy but good-hearted Linguini (Lou Romano), through whom he manages to prepare one delicious dish after another, restoring the restaurant's reputation.The premise might sound far-fetched even for a Disney/Pixar movie, and yet Ratatouille has the best script made for an animated feature in ages: staying faithful to the company's belief that story and character come first, not celebrity voices and pop-culture references (as is the case with Dreamworks' cartoons), writer-director Brad Bird, the man behind The Incredibles), has crafted a screenplay of rare (for a 'toon, that is) sharpness and intelligence, consisting of an intriguing plot, smart gags (including one midway through the movie that should be inappropriate in a G-rated picture but somehow fits neatly into the pitch-perfect narrative) and, most of all, fully developed characters. Whereas most animated films focus on a limited group of people, Pixar has always been famous for giving everyone a moment in the spotlight, and it shows the most in this film: the bond between Remy and Linguini, which is every bit as solid and compelling as the ones between Woody and Buzz or Mike and Sully, is of course at the center of the picture's events, but the initially awkward, then tender relationship between the inept aspiring cook and his coworker Colette (Janeane Garofalo) is equally well built and moving; supporting characters such as Remy's brother and father, who are incapable of understanding his love for proper food, the mischievous Skinner or psychotic cook Horst (voiced by Will Arnett, best known for the hilarious, prematurely canceled Arrested Development), who always has a different explanation for why he used to be in prison (it ranges from ""I created a hole in the Ozone layer over Avignon"" to ""I killed a man... with this thumb!""), provide most of the situation's foolproof humor; as for Ego, to whom O' Toole lends one of the best voices ever to have been used in animation, he stands out as one of the best villains in animated film history (that the makers of such critically adored movies decided to use a critic as the bad guy is another stroke of genius).Also fundamental is the originality: apart from the obviously unusual pitch (rat turns out to be best chef in France), Ratatouille is a gold-mine of superb material from the splendid start to the exceptional ending, which revives Pixar's trademark surprise element that was missing in Cars. The real surprise, however, is the amount of stuff Bird comes up with in between: most movies, especially action flicks and comedies, run out of ideas at a certain point but keep going because otherwise the running time would be too short (this is evident in the Pirates of the Caribbean sequels which, albeit funny and exciting, were famously, and obviously, written as the shooting went on); in Ratatouille, whenever a joke has run its course it is immediately followed by one exactly as brilliant, thus making the film a seemingly never-ending flow of wit at its sharpest.Bottom line: after a a partial misfire, Pixar is, thankfully, back on track with the only film that is capable of rivaling The Simpsons Movie as the best animated feature of the year, and that is really saying something.","
            8/10
            "
"Ratatouille","Luigi Di Pilla","11 February 2008","I am very satisfied with Ratatouille and so were my five old year son and my wife. My son doesn't stop asking to see it again and again. I didn't know the story before I watched it and it is never boring. The character of Ratatouille has been developed with lot of sensibility and depth. It is nice watching and delivers a great adventure with a very surprisingly end. The screenplay is well adapted to the atmosphere of Paris. The special effects from the PIXAR production house are as usual masterfully executed and should win at least an Oscar. If you want to spent an unforgettable moment this is the one. 10/10. I can recommend other great animations movies as THE POLAR EXPRESS, FINDING NEMO, ICE AGE or MADAGASCAR.","
            10/10
            "
"Ratatouille","ACollegeStudent","13 December 2021","Rating: 8.0An absurd concept that's well-executed, and spawned a lot of memes. Didn't get a sequel but honestly doesn't need one. Great children's film.","
            10/10
            "
"Ratatouille","lambiepie-2","1 July 2007","Ah, to be an apprentice at Disney --- and to come full circle. Brad Bird is that person and for all of those who are out there that think the odds are against them in such a dog-eat-dog world of entertainment, just mapping Brad Bird's career and his latest installment of Ratatouille should make you get up and not allow anyone to stop you from what you can do! It doesn't matter how old you are, Ratatouille is the film you have to see this summer. It is cute, funny, refreshing...in this summer of big money sequels. And to coin a key scene from this movie -- watching Ratatouille took ME back to a time when I was six or seven years old watching Walt Disney Films on TV when Walt oversaw the studio. Ratatouille is a film done in the tradition of the Walt Disney Company -a well thought out, family film with hope, an unlikely hero, fun and heart. Ratatouille is right up there with the Walt Disney legacy films. Bravo.Ratatouille's story is a story of prejudice, triumph and cheer about a rat with a talent in his keen sense of smell and in gourmet cooking, and a big dream and he gets lucky, and even though you might have a few reservations about ""rats"" in a kitchen (I did!), that's what makes this film so wonderful - it'll bring your 'imagination' and 'fantasy' back - and not the reality of ""hey, there are disease ridden RATS in the kitchen!"" Disney Animation was always on the forefront of that. Remember those days...those carefree, childhood, imaginative days? No? Then go see this, you'll be happily reminded.Threre isn't enough praise to give to the animators at PIXAR here as well, the characters are well developed and drawn out and they have captured Paris wonderfully and puts you right there. You cheer and clap at this film but best of all, you laugh - with you and yours. This IS a family movie indeed that doesn't hit you over the head with that notion. And that's a good thing. Go see this....it's a lot of fun!","
            5/10
            "
"Ratatouille","plopmasterj","22 July 2007","My sister and I were fortunate enough to catch a 3:35 p.m. show-time of Ratatouille yesterday. We both came out of the theater saying practically the same thing: That was really good! We both thought it was very cute and very funny. We enjoyed every minute of it. We were both glad everything worked out in the end, as it usually does in a Disney movie. Arguably the best of the Pixar movies, even better than The Incredibles and Cars. Pixar has worked their magic and came out with a winner once again. If you want a good summer movie to take your kids or the whole family to, this is the movie to see!! Even if you just want to see what all the hype is about, I guarantee you'll love this movie. Can't wait for Wall-E next summer!","
            10/10
            "
"Ratatouille","paul2001sw-1","12 December 2007","Modern animated features have often been marked by profound ruminations of life and death 'Toy Story', 'Madagascar') or by hip references to popular culture (the 'Shrek' movies). But 'Ratatouille', this year's smash hit, it by contrast a very conventional animation, a straightforward cartoon story inspired by the simple pun that gives the film its name; indeed, it reminded me in some ways of 'Wallace and Grommit', although (obviously) without the northern English flavour. I liked the animation of France (Citroen D-Seies included) and Peter O' Toole is very funny, voicing a snooty restaurant critic, but I think a chance was missed to make the rats as physically repulsive as most people find them in real life; a cuddly rat is sort of missing the point. And overall, I found (as an adult viewer), the same joke stretched a little thin by the end of the film; a film where a woman shoots up her own house to kill a rat (as happens early in this movie) is not one to encourage dark thoughts about the nature of life.","
            10/10
            "
"Ratatouille","tollini","25 June 2007","I saw this film on June 15th, 2007 in Indianapolis. I am one of the judges for the Heartland Film Festival's Truly Moving Picture Award. A Truly Moving Picture ""explores the human journey by artistically expressing hope and respect for the positive values of life."" Heartland gave that award to this film.Pixar has an incredible streak of commercial and artistic animation successes. This is their 8th in a row, and their riskiest. Toys and cars and bugs and fish and monsters and superheroes are easier to make endearing than a RAT. But, PIXAR pulls it off.This is a story of a French rat, Remy, who dreams to be more. Instead of eating garbage like his family and friends, he aspires to create great food like his hero Gusteau. Gusteau is a famous chef and cooking writer and television cooking star and restaurant owner. Gusteau's motto is ""Anyone Can Cook."" The bad news is Gusteau dies, but the good news is he comes back as a ghost or a figment of the rat's imagination to aid our rat in his dreams. The rat arrives at Gusteau's restaurant and uses the body of a lowly garbage boy to follow the rat's instructions and to create great food. The rat even moves in with the garbage boy.The animation is stunningly good. PIXAR has made the animation more detailed and more nuanced for every one of their succeeding films and this tradition continues. You learn about cooking and your mouth waters throughout the film. The Ratatouille, a French vegetable stew, can be tasted and smelled in the theater. By the way, the ""Rat"" in Ratatouille has nothing to do with a ""rat.""Remy is inspiring. Here is a character that will not settle on his expected life, but strives for greatness and to add to the world. And he will not give up or be discouraged. The ugly(?) rat becomes beautiful.FYI  There is a Truly Moving Pictures web site where there is a listing of past Truly Moving Picture Award winners that are now either at the theater or available on video.","
            9/10
            "
"Ratatouille","orizano","17 June 2007","Maybe later, after the initial euphoria from last night's sneak-peak viewing has faded, I might change my vote to an 8 or 9, but for now I'm giving it a ten and calling it the best ""cartoon"" movie so far this year. I'm no CGI snob - the animation look great to me. The music was unobtrusive, noticeable only when it was supposed to be notice. Other pluses to me was an absence of song and dance scenes and cutesy sidekicks. The story (thankfully) took a couple of turns that bypassed the paths usually ambled upon in animated stories that have animals presenting human traits. And although it did have a happy ending, it didn't have the expected ""everyone's dreams came true and they all lived happily ever after"" ending, which was a nice change. What I liked most of all, was how the movie was able to express the concept that preparing food should be more than a necessary chore, that eating food is more than just fueling your body, that eating should be an enjoyable experience. I am now on a quest myself to find a recipe for ratatouille!!!","
            9/10
            "
"Ratatouille","mshuman-2","17 June 2007","I attended a sneak preview of Ratatouille, and I have to say, Pixar has done it again. I enjoyed Cars, but didn't LOVE it like some of the other Pixar Films (Monsters Inc and The Incredibles are my favorites). This movie, however, was just about perfect. If I had one complaint (and it's VERY small) it was a just a little too long, but not by much. But the voices, the computer animation, the music, and above all the story were all top notch. I'm continually amazed at how Pixar continues to crank out great films like these that both children and adults can appreciate. I have a feeling most critics and film goers alike will rate this one very high. I wholeheartedly recommend the film - it really was a fun night out at the movies! Congrats Pixar!! Oh, and they also continue to do wonderful shorts that appear before the feature. This one involving aliens(that's all I'll say) is really cute and continues that fine tradition.Can't wait for the DVD!","
            6/10
            "
"Ratatouille","jdkraus","28 July 2007","Since ""Finding Nemo"" and ""The Incredibles"", I haven't' seen a highly dynamic 3-D animated film. I entered the theater with an open-mind for ""Ratatouille"", and I have to say that this animated film has redeemed the name of animation.The quality of the animation was absolutely awe-inspiring! The details of the characters were very creative and authentic; the fur on the rats looked like fur rather than computer-animated figures and the humans were in a very retro-styled fashion, matching Brad Bird's past ""The Incredibles"". But the thing that fascinated me the most with the animation was how well the action sequences were choreographed and how amazing they were to watch, especially with the scooter chase with Skinner and the rat Remy.The voices were distinctive and talented; having no feel of a celebrity's voice being attached to them like Shrek. The story is on the childish side of the irony of a rat having a sudden, but beautiful passion of being cook of fine food, but like all other Pixar films, it has a good moral to it. The approximate time of the film maybe almost two hours, which is long for an animated film, but it, does not drag.But the thing that bothered me with this was that it had two unnecessary scenes of guns. Personally, for a G-rated film, that's a bit over the top. And there were also some minor scenes of unpleasant death threats that some of the character's made to each other, as well as some inappropriate innuendos. It should have gotten a PG rating in my mind.Otherwise, great fun and ""wow"" to Pixar animators. 9/10 -I'd be a little suggestive for your younger kids parents.","
            10/10
            "
"Ratatouille","tieman64","20 February 2008","Like ""The Incredibles"", Brad Bird's earlier film, ""Ratatouille"" celebrates the passionate, sometimes aggressive, pursuit of excellence. But while ""The Incredibles"" dealt with superheroes pushing aside mediocrity and embracing their powers, ""Ratatouille"" paints a lowly rat as a budding artist who must, in the quest for greatness, rise above those around him.The plot, a thinly disguised rift of Plato's ""Ion"" (in which Socrates and Ion discuss everything from art to art criticism), unfolds in an unpretentious but profound manner. Rats (ie humans) are dirty, uncivilised, pack animals. They eat garbage, live in filth and are generally stupid. But Remy is different. He dreams, he reads, he dares to experience different tastes. In short, he's an imaginative little rat and completely out of place amongst his barbaric brothers! And so Remy leaves his family behind and embarks on a quest to become an artist. But like all great men, Remy first needs a mentor. In this case, his mentor is a dead chef by the name of Gusteau. Gusteau is Remy's hero, his role model, and so Remy shall live his rodent life by Gusteau's ideals! Of course, being a rat, Remy can't accomplish anything on his own. To rectify this he enlists the help of Linguini, a bumbling kid who lacks ambition, drive and direction. By living in Linguini's hat and ""pulling his strings"" - like a film director takes control of his crew, or a puppeteer controls a puppet - Remy uses Linguini to create and make art, which the film equates with fine French cuisine.The film is so determined to examine art's function on the collective and the collective's role in the creation of art, that later in the film Remy's family comes to the rescue and likewise helps him create. Though they do not understand his artistic view the world, though they do not respond as he does to fine art and sophisticated food, they nevertheless love Remy enough to band together and help him create and fulfil his dreams.And so Bird stresses the communal aspect of creation. No artist, especially a filmmaker, no matter how independent he views himself to be, can accomplish greatness without help. And though a budding artist must (somewhat naively) break away from his family, at times ridiculing their lack of understanding, Remy can not realise his dreams without their love and support.It's interesting to note that Remy has no mother in the film. His family is all male. Historically, most mothers embrace their son's artistic desires. It's the practical father figure which the artist must overcome and prove himself to. What's sweet is that Remy shrugs his father aside, dares to be independent, but then needs his father to accomplish his dreams. Brad Bird, and many film-makers, likewise started off with sceptical family support and funding.Eventually Remy rallies a band of artists together (one character called Colette makes a point to label each of the chefs as artists and bandits). These are not cooks, they're rebels and outlaws! Of course none of these artists want to dream or take risks. Like Remy's dad, they've become stagnated. They follow Gusteaus recipes by the letter, not daring to step out of the box and create for themselves. But Remy is different. He has a vision! He has that creative spark! ""Change is nature, Dad,"" Remy says to his father, ""we can influence when we decide to!"" But Remy's father doesn't understand. He thinks his son is a wide-eyed dreamer. But when Dad sees little Remy commanding a kitchen full of humans like a maverick film-director, a smile creeps across his face. He understands his son, sees the strength in him, and promptly rallies behind the kid.The film's message is summed up best during a final-act monologue. Not everyone can become a great artist, but a great artist can come from anywhere. To be a great artist, one must be willing to fight for change. And so Remy lifted Linguini and his tribe of rats out of the gutter. He believed in himself and they believed in him, and together they all prospered.Ultimately, ""Rattatouille"" is one of PIXAR's most mature films, thanks largely to Brad Bird's simple yet sophisticated scriptwriting. The film advocates creative independence, yet stresses the importance of community. It celebrates the artist, but destroys the artist's condescending and pretentious view of ""non artists"" as ""simpletons"". It praises high art and refined tastes, but sings hymns of praise to the simple pleasures of the common man.Furthermore, the film examines the role of the artist and the importance of those who support, finance, inspire, and critique him. It touches upon the artist's ability to inspire the heard through his own actions and how the power of the one and the needs the many inter-mesh. The film has several cute relationships, but director Brad Bird is smart enough to recognise their darker underpinnings. There are symbiotic relationships here every bit as dark as Hitchcock's ""Vertigo"".Finally, the film ends with a beautiful monologue by an egotistical art critic and is packed with both gorgeous virtual camera work, and romantic architecture, the Parisian landscape rendered in loving detail. As CGI allows animators to play with space, refine their shots and fine tune their virtual landscapes, there are scenes here which push camera work and composition to perfection. Here, every shot is perfect. Every camera move, intricate and precise. The long tracking shot which follows Remy as he navigates the catacombs of Paris is particularly beautiful.10/10 – A smart film and a beautiful love letter to artists. Visually, the film is also divine. Pixar created realistic CGI plastic with ""Toy Story"", hair and wind effects with ""Monsters Inc"", water effects with ""Nemo"", metal and reflections with ""Cars"" and now here, with ""Ratatouille"", they tackle food and architecture. What next will they try? Air and vacuum?Worth multiple viewings.","
            5/10
            "
"Ratatouille","baileycrawly","28 November 2020","Ratatouille isn't as good as some of the other Pixar entries, in my personal opinion, but it's still a pretty good movie. It's perhaps a little bit too long and tries to do a little bit too much. As far as emotions are concerned, this film doesn't really do a whole lot in that area, which is a real shame because one of PIxar's most potent weapons was the ability to make an audience feel strong emotions and react emotionally to the things transpiring on screen. This movie was absolutely brilliant from an animation point of view and really continues the upwards trajectory of raising the bar not just for their own productions, but also for the future of animated film in general.
It just felt a little overdone in some places and undercooked (if I may say that) in others. It didn't connect with me in quite the same way that other Pixar films did. Not to say it's a bad movie, because it was an enjoyable experience for me... it just didn't offer as much resonance as their other entries.","
            8/10
            "
"Ratatouille","notontherugman","11 July 2007","I can't believe it, but it has happened... Brad Bird has finally surpassed John Lasseter. This is by far the best of Pixar's films. After a slight let down in 2006 with a story about race cars,(although beautifully animated (as always)) - a poor subject matter choice for a good story, Pixar are back on track with this stunning animation. I didn't think the captivating storytelling that was Toy Story could be topped; but it has been done with this, the chef-d'oeuvre from Brad Bird. The initial concept alone of a rat wanting to work in a restaurant as a cook is pure gold, and it only gets better. The Parisian world's artistic detail, subtle references, expert animation, charming characters, and wonderful story make this a definite must see for everyone.Praise the almighty Pixar!","
            8/10
            "
"Ratatouille","harry_tk_yung","2 August 2007","Before I saw this movie, I kept telling myself there must be a reason why an animation feature can attain such a high ranking in IMDb (has actually dropped slightly since then, to #65 and 8.5/10). Having now seen it, I do see why, although I still don't see any sense of ranking animation together with ""real"" movies that have human actors. But I would certainly give this movie a #1 among all the animations I've seen.First off, Pixar is indeed impressive as ever. With the depth and light-and-shade, some scenes look more real than real scenes shot with a camera. Facial expressions are also just as good as real. And there are so much admirable details in each frame that you'll miss more than you can take in.Behind the astounding visual are characters and stories rich in creative imagination. It is a cartoon and the movie never pretends to be otherwise. But it's impossible not to marvel at the ingenious plot -the ghost of a top chef, or just a fragment of the hero's imagination, helps that hero, a rat, to become a top chef by working, in turn, through a young floor-sweeper who does the actual cooking. How? Through hiding in the young man's chef's hat and pulling his hair as one manipulates the strings of a marionette. Now, why didn't I think of that! And then, there are many layers in the plot, not contrived or pretentious, but just offered to you naturally as part of the story: family value, office politics, aspiration vs reality, peaceful co-existences between races (in this case, humans and rats). There are of course poignancy and uplifting moments, which are, however, never over done. This is a sensible movie that entertains you hugely, moves you gently, and makes you think a little as you go along.I am not an animation person but this one gets my vote","
            7/10
            "
"Ratatouille","ccthemovieman-1","3 February 2009","I agree this Blu-Ray transfer is stunning, magnificent to view in many spots with very, very rich colors. Yet, I couldn't get into this story and was turned off my several of the main characters. I gave it two shots: on regular DVD and Blu-Ray and both times I never finished the film. I just interest. Only the mouse was likable enough for me. The humans were all too annoying to enjoy the film.These other characters were either too loud, obnoxious, nasty or irritating including the kid whom the rat helped! In other words - except for the mouse - both the good and bad guys were unlikable.All they these characters did was give me a headache with all their yelling and screaming. You have to love the silent mouse, though.","
            6/10
            "
"Ratatouille","SnoopyStyle","28 May 2016","The late Auguste Gusteau was the best chef in Paris. He wrote a cooking book for everyone which is dismissed by snooty food critic Anton Ego. Remy (Patton Oswalt) is a rat with impeccable tastes. He is also dismissed by his patriarchal father until he is discovered to be able to taste for poison. He becomes the clan's poison detector. He is still unhappy with eating garbage. After stealing the Gusteau cookbook, he gets separated from the family and arrives at late Gusteau's failing restaurant in Paris. Linguini is the new garbage boy. Linguini ruins the soup and Remy fixes it to new heights for a critic. Linguini is given the credit. With Remy's help, the garbage boy becomes one of the best chef in the kitchen. Skinner was Gusteau's sous chef and is the beneficiary in his will except Linguini may be Gusteau's love child.Brad Bird and company have cooked up a nice stew of traditional animated fare. Remy is an appealing protagonist. The message is good. The animation is impeccable. Pixar delivers something very traditional from a less than traditional source. The only change I would do is have Remy wash his hands more. There is an aversion to rats when dealing with food. The movie needs to alleviate some of that hesitation. After all, Remy goes everywhere including the sewer.","
            9/10
            "
"Ratatouille","lewiskendell","2 August 2010","""No! You waste energy and time! You think cooking is a cute job, eh? Like Mommy in the kitchen?""Who knew that a movie about rats could be so charming and visually beautiful? Mice? Sure, The Great Mouse Detective and An American Tail did it years ago. But leave it to Pixar to make a lowly rat lovable, and even make him someone that we'd want fixing our food! Now, that is quite an accomplishment.Visually, this is one of my very favorite Pixar movies. The character designs are very appealing to me, and the technical detail is outstanding. The look of the characters themselves are only outshone by the marvelous Parisian backdrops that we get glimpses of through windows and from sky shots. The music is great, the message is good, and the story is entertaining for kids and adults. I put Ratatouille on that second Pixar tier. Not quite up to the brilliance and cleverness of Monsters Inc. and Toy Story, but a great animated movie in every regard.","
            7/10
            "
"Ratatouille","bob the moo","5 May 2008","Evicted from his home and separated from his family, rat Remy is living the dream as an unwelcome guest in the kitchen of the famous Gusteau Restaurant in Paris. His passion and gift is cookery and a series of events sees him with soup that had been messed by garbage boy Linguini. Chef Skinner is ready to fire Linguini for his meddling until the customers love ""his"" improvised soup. Skinner keeps him on but Linguini knows the truth, striking a deal with Remy where the latter provides the cookery and the former provides the ""looking like a human"" bit.Although it won the Oscar for best film, Ratatouille got mixed reviews from critics on release. Watching it for myself I must admit that it exposes the long-term value of the ""best animated feature"" aware because it is not a film that should show up as ""best"" unless it is in a very short list (which of course it was). This is not to say that the film is no good though and indeed it is a perfectly good story told in a very slick, amusing and engaging way with all the usual quality one would expect from Pixar in regards animation. The story has the usual moral about the importance of the heart over appearance and in this regard it works really well, with a touching character at the core. I refer of course to Remy, because Linguini is all a bit wet as a character.This doesn't matter too much because Linguini is rarely the sole focus in the way that Remy is. The story develops well across the running time and I was never bored once but, and here's the thing, I didn't laugh that often. For me the story was strong enough so that the lack of really good consistent laughs didn't bother me but I can understand why it is an issue for others. In many ways it is because Pixar are victims of their own success and we now expect the strong heartfelt story to be underlain by constant quick fire gags and one-liners. The lack of the latter is not a weakness in the film but it does slightly disappoint until you get into the story.It is not without laughs though but they are more general and less smart than you might expect. The big colourful action is amusing and entertaining and it all drives the good story forward effectively. The voice cast for once is not filled with famous A-list names but you don't feel their absence. Oswalt is the best main character and is better served than Romano with material. Holm is nearly unrecognisable but good, although I'm not so sure about Garofalo's mixed attempt at accent. Dennehy and Sohn are fun in support while O'Toole is a real good piece of casting.Overall this is a really good film that delivers a consistently engaging story with heart and humour. It is not the usual quick-fire one-liner stuff one might expect but it is still an very enjoyable film that both parents and children will enjoy.","
            9/10
            "
"Ratatouille","gavin6942","10 December 2014","A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.This film is given high praise, and many seem to think it is among Pixar's best work. That seems a tad overblown. While the film is certainly good, it does not seem to go above and beyond anything else the studio has done. The animation (again, good) is no better than anything else they have released.Even the message is the same old story: someone (or thing) from one group wants to be in another. His current group says no, the new one is hesitant, but he has to be himself. Now, that is a good message, and this may be an extreme example (rats in a kitchen a la ""Muppets Take Manhattan"") but it is still nothing new.","
            10/10
            "
"Ratatouille","FiendishDramaturgy","27 September 2007","This is not a home run in the Pixar/Disney Hall of Fame, but it IS enjoyable.RATATOULLE lacks soul, heart, and frivolities, which normally draw children and adults alike by the droves. This film is a romantic sort, as are most Disney animated features, with the Comedy factor omitted from the formula this time, and the movie suffers for it.It was only moderately interesting and somehow managed to be quaint without endearing itself to its target audience. Some adults will particularly like this due to the adult themes and elements, but the age group who are out there attempting to make it on their own like the lead character in this work, will not be attracted to this venue.This sad fact is negated; however, by the fact that this film did only marginally less at the box office, than the widely loved (and vastly superior) Cars. It is further negated by the fact that RATATOULLE receives a user rating here at IMDb.com, which surpasses Cars by laps. Deservedly so, in my opinion. RATATOULLE is a wonderful film, but it lacked the magic of the rest of its line.All in all? I sincerely hope this does not turn out to be the beginning of a trend into decline. It is fun at times, and interesting at times, but not ever both at the same time. You take your chances with this one.It rates a 6.3/10 from...the Fiend :.","
            9/10
            "
"Ratatouille","joestank15","2 July 2007","Ratatouille - A young adorable looking rat Remy (Patton Oswalt) has dreams of being a chef in Paris and teams up Cyrano-style with a sheepish no-talent named Linguini (Lou Romano) to cook and restore glory to a formerly 5-star restaurant (booted down to 3. Ouch.) Animated films are getting hard to judge and harder to sit through these days. As the quality of animation gets higher, the pool of ideas gets lower. it seems we have more and more talking penguins, fish, and Shrek rip-offs (Heck, from what I've heard, Shrek3 was a Shrek rip-off). Ratatouille succeeds in bringing something new to the table. Brad Bird directs, so like The Incredibles, this one is more for the adults than the kids (Suprising as it is G rated) but that shouldn't be a bad thing. It's still talking rats and there are many well constructed prat-falls to hold their interest.The movie was not as funny as I had hoped, though it still is genuinely funny at times, but what held me was how much the film sucked me in and had me really caring about the characters. I barely worried about the logistics of a rat being able to read and cook and control Linguini from under his chef's hat. The graphics, when I noticed, were breathtaking. The food and the ""tasting"" animation looks wonderful.There is a great voice cast as well. Remy is well animated and I just love that little guy. Patton Oswalt did a great job. Lou Romano managed to convey awkward yet well-meaning in a way that borrowed a little from Jon Heder. He has some great scenes with Janeane Garofolo who plays hard-edged Collete. Peter O' Toole has a wonderful bit as the creepy critic (animation style straight out of Tim Burton) Anton Ego.I was happy that there weren't that many digs at the French. There still are, and I'm a touch disappointed that both the leads speak in completely neutral American accents, but test audiences have to be pleased I'm sure. Ian Holm is nearly undetectable as the villainous super-stereotypical French head chef Skinner.I like that Remy the Rat can't talk to any of the humans including Linguini, something that always bugged me in most of the other animated movies involving animals or people talking in different languages (most irritatingly Pocahontas). It's of little consequence to the review but it's a little personal preference note. Ebert includes those so why can't I? The film meanders a little between the second and third acts but the conclusion is adorable and hilarious. I love the little touches to the animation and the story. This film was clearly a labor of love, not profit, though it'll acquire a lot of both to be sure. An A-","
            10/10
            "
"Ratatouille","Mr-Fusion","6 July 2023","""Ratatouille"" is the quintessential nice movie: smooth, filling, and most of all, inspiring. It also helps that the movie immediately followed ""Cars"", which would make anything feel like a breath of fresh air, but I digress. It excites the tastebuds before going for the heartstrings, and it just feels good. Remy's culinary aspirations are super relatable and altogether human: anyone can cook.You can feel Brad Bird's theme of individualism carried over from ""The Incredibles"" and it ends up making an excellent case for one's art, integrity and just a general sense of joy in doing anything in life.It's a delight.","
            8/10
            "
"Ratatouille","JohnDeSando","4 July 2007","Food, family, creativity, criticism, racism, romance: If these themes satisfy your critical standards for a superior film, then Ratatouille should qualify as one of your favorite films of the year.Pixar and director Brad Bird, who defined family entertainment with The Incredibles, have another human comedy animation hit on their hands, and the foodies have to love it. Remy (voice of Patton Oswalt), a rat in a French restaurant, helps a hapless lad named Linguini become the five-star restaurant's star chef.The rat is a rodent realistically realized, homely by contrast with those more pleasant looking in Flushed Away. The human faces of the non-rats are by far the best renditions of reality I have seen in hyper-humanized computer graphics. The restaurant kitchen is so real I wanted to cut onions and crush garlic. But the piece de resistance is Anton Ego, the food critic, as trenchant a criticism of us self-centered, aloof critics as will ever appear on screen.The voice of Peter O'Toole makes his demeanor even more insipid and scary, his words heavy with moralizing: ""In many ways, the work of a critic is easy. We risk very little yet enjoy a position over those who offer up their work and their selves to our judgment. We thrive on negative criticism, which is fun to write and to read. But the bitter truth we critics must face is that, in the grand scheme of things, the average piece of junk is more meaningful than our criticism designating it so. But there are times when a critic truly risks something, and that is in the discovery and defense of the new."" I was humbled and exalted at the same time. Art for art's sake, I say.Bertolt Brecht said, ""Food first, then morality."" Well, throw out the moralizing platitudes and eat. Food is the music of Ratatouille, nourishment for all the adults of the family and a primer on kitchens for kids who think good food comes out of a window and through the car window.","
            10/10
            "
"Ratatouille","laci-5","27 June 2007","Nowadays I don't believe the first reviews that appear here on IMDb; most of the time they say the movie is excellent etc., yeah, as they are written by plants, studio people who want to generate excitement and make the movie successful. It was a relief to see Ratatouille is really, truly excellent. The reason I did not give it 10/10 is simple: maybe some of the dialogues should have been trimmed a bit; sometimes the talking parts seemed to be a bit slower and longer than they should have been. And that's all what I can say on the negative side. Ratatouille is great. It is heartfelt, it is moving, it has style, great French feeling, it has lovable characters (especially Remy, of course), great story and, again, except from some man-to-man dialogues, every second of the movie shows creativity, care and a really high skill that the team at Pixar has. I loved the talking scenes with Remy as his gestures are great, also seeing his little heart pumping all the time etc. makes him instantly lovable. And the non-talking scenes (call them 'action scenes', not as if it was an action movie) are always so skillfully directed and effective that I was totally amazed. I haven't enjoyed an animated movie like this for years; I think it is among the three best Pixar movies (the other two being Finding Nemo and The Incredibles). I just can't express how much I loved it. Pixar is really the heir to (Walt) Disney as Remy is for Gusto - as both really do know how to serve food that is perfect even for the most hateful critic...","
            8/10
            "
